BookTitle	Author	genre_list	year_published	avg_rating	num_ratings	num_works
Decipher	Stel Pavlou	['Thriller', 'Science Fiction', 'Novel', 'Religion', 'Speculative fiction', 'Mystery', 'Fiction']	2002.0	7.5	4.0	2
Sidetracked	Henning Mankell	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2000.0	7.0	1.0	13
From Doon With Death	Ruth Rendell	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1980.0	7.2	6.0	55
The Perilous Gard	Elizabeth Marie Pope	['Fantasy', 'Novel']	2001.0	6.833333333333333	6.0	2
The Dying Animal	Philip Roth	['Fiction', 'Novel']	2001.0	8.0	1.0	21
The Devil's Arithmetic	Jane Yolen	['Fantasy', 'Historical novel']	1990.0	7.952380952380952	21.0	3
This Other Eden	Ben Elton	['Speculative fiction', 'Fiction', 'Dystopia']	1993.0	7.833333333333333	6.0	10
Gateway	Frederik Pohl	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Novel']	1977.0	9.5	5.0	11
The Moon's Shadow	Catherine Asaro	['Science Fiction', 'Speculative fiction']	2003.0	5.0	1.0	12
Cosmos	Carl Sagan	['Popular science', 'Mathematics', 'Science']	1980.0	8.608333333333334	17.0	2
Chasing Redbird	Sharon Creech	"[""Children's literature"", 'Fiction']"	1997.0	7.8	9.0	7
Missing May	Cynthia Rylant	"[""Children's literature"", 'Fiction']"	1996.0	5.0	1.0	1
The Trumpeter of Krakow	Eric P. Kelly	"['Historical fiction', ""Children's literature""]"	1992.0	7.0	2.0	1
A Grave Talent	Laurie R. King	['Crime Fiction', 'Mystery']	1995.0	8.142857142857142	7.0	11
The Treatment	Mo Hayder	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2002.0	8.5	4.0	3
Meg: A Novel of Deep Terror	Steve Alten	['Science Fiction', 'Horror']	1997.0	8.125	8.0	5
Absolutely Normal Chaos	Sharon Creech	"[""Children's literature"", 'Fiction']"	1995.0	7.5	4.0	7
Stamboul Train	Graham Greene	['Thriller', 'Fiction']	1969.0	7.5	2.0	20
Out of the Shelter	David Lodge	['Novel']	1986.0	6.75	4.0	10
Home Truths: A Novella	David Lodge	['Novella']	2000.0	7.166666666666667	6.0	10
Open House	Elizabeth Berg	['Fiction', 'Novel']	2000.0	7.277777777777778	54.0	1
Adolphe	Benjamin Constant	['Novel']	2002.0	10.0	1.0	1
World of Ptavvs	Larry Niven	['Science Fiction', 'Speculative fiction', 'Fiction']	1981.0	8.0	1.0	16
The Worthing Chronicle	Orson Scott Card	['Science Fiction', 'Speculative fiction']	1983.0	7.0	2.0	48
Up the Line	Robert Silverberg	['Science Fiction', 'Novel', 'Speculative fiction', 'Fantasy', 'Fiction', 'Time travel']	1981.0	10.0	1.0	24
Freckle Juice	Judy Blume	"[""Children's literature"", 'Fiction']"	1999.0	5.0	1.0	19
Martin Dressler: The Tale of an American Dreamer	Steven Millhauser	['Speculative fiction', 'Novel']	1996.0	5.0	2.0	1
To Serve Them All My Days	R. F. Delderfield	['Historical novel']	1999.0	8.0	1.0	1
Dancers in Mourning	Margery Allingham	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1990.0	8.0	1.0	18
Flowers for the Judge	Margery Allingham	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1984.0	5.0	1.0	18
Them Bones	Howard Waldrop	['Science Fiction', 'Speculative fiction']	1984.0	6.5	2.0	2
Nights at the Circus	Angela Carter	['Speculative fiction', 'Fiction']	1986.0	8.0	2.0	5
Oxygen	Randall Ingermanson	['Science Fiction', 'Speculative fiction']	2001.0	9.0	3.0	2
Galahad at Blandings	P. G. Wodehouse	['Fiction', 'Novel']	1995.0	8.0	1.0	50
Onion John	Joseph Krumgold	"[""Children's literature"", 'Fiction']"	1959.0	7.0	2.0	2
Joy in the Morning	Betty Smith	[]	1976.0	7.0	1.0	2
From Here to Eternity	James Jones	['War novel', 'Fiction']	1979.0	7.375	5.0	2
Ruled Britannia	Harry Turtledove	['Alternate history', 'Science Fiction', 'Speculative fiction', 'Novel']	2002.0	9.0	1.0	49
The Praise Singer	Mary Renault	['Fiction', 'Historical novel']	1988.0	8.5	2.0	10
The Wives of Bath	Susan Swan	['Fiction', 'Novel']	1993.0	6.0	1.0	1
The Two Princesses of Bamarre	Gail Carson Levine	['Fantasy']	2001.0	5.0	1.0	4
Fingersmith	Sarah Waters	['Gothic fiction', 'Crime Fiction', 'Historical fiction']	2002.0	8.56902356902357	38.0	5
Moderato Cantabile	Marguerite Duras	['Novella']	1970.0	7.0	4.0	2
The Ear, the Eye, and the Arm	Nancy Farmer	"['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"	1995.0	8.166666666666666	6.0	5
The Ice Harvest	Scott Phillips	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2000.0	10.0	1.0	1
The Sound of the Mountain	Yasunari Kawabata	['Novel']	1981.0	7.0	2.0	10
Loser	Jerry Spinelli	"[""Children's literature"", 'Young adult literature', 'Fiction', 'Novel']"	2002.0	8.0	3.0	14
The Haunted Bookshop	Christopher Morley	['Thriller', 'Horror', 'Novel', 'Speculative fiction', 'Mystery', 'Fiction', 'Suspense']	2001.0	7.0	2.0	2
There Are Doors	Gene Wolfe	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1989.0	9.0	1.0	7
Daddy-Long-Legs	Jean Webster	['Young adult literature']	1982.0	8.666666666666668	4.0	2
Thousand Cranes	Yasunari Kawabata	['Novel']	1981.0	8.1	6.0	10
Dragonsinger	Anne McCaffrey	"['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Fantasy', 'Fiction']"	1978.0	8.30952380952381	15.0	25
The Solitaire Mystery	Jostein Gaarder	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1996.0	7.533333333333334	13.0	2
The Sign of the Beaver	Elizabeth George Speare	"[""Children's literature"", 'Fiction', 'Historical novel']"	1983.0	7.5	12.0	3
The Walking Drum	Louis L'Amour	['Historical novel']	1984.0	8.0	1.0	4
The Girl in Blue	P. G. Wodehouse	[]	1997.0	9.333333333333334	3.0	50
Sunset at Blandings	P. G. Wodehouse	[]	2001.0	7.0	1.0	50
Tar Baby	Toni Morrison	['Fiction', 'Novel']	1983.0	8.15909090909091	14.0	7
Demon in My View	Amelia Atwater-Rhodes	"['Vampire fiction', ""Children's literature"", 'Horror', 'Speculative fiction', 'Young adult literature', 'Fiction', 'Gothic fiction']"	2000.0	7.571428571428571	7.0	9
Shattered Mirror	Amelia Atwater-Rhodes	['Gothic fiction', 'Vampire fiction', 'Speculative fiction', 'Young adult literature']	2001.0	8.75	5.0	9
Midnight Predator	Amelia Atwater-Rhodes	['Gothic fiction', 'Vampire fiction', 'Speculative fiction', 'Young adult literature']	2002.0	8.0	6.0	9
The Emigrants	W. G. Sebald	['Novel']	1997.0	8.5	2.0	2
The Deed of Paksenarrion	Elizabeth Moon	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'High fantasy']	1992.0	8.714285714285714	7.0	10
Centaur Aisle	Piers Anthony	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1982.0	8.0	11.0	41
Ogre, Ogre	Piers Anthony	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1982.0	6.125	8.0	41
Dragon on a Pedestal	Piers Anthony	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1983.0	7.0	9.0	41
Roc and a Hard Place	Piers Anthony	['Speculative fiction', 'Fantasy', 'Fiction']	1996.0	8.0	7.0	41
Xone of Contention	Piers Anthony	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1999.0	8.5	2.0	41
The Island	Peter Benchley	['Fiction']	1979.0	5.0	1.0	2
Sister of the Bride	Beverly Cleary	"[""Children's literature"", 'Young adult literature', 'Fiction', 'Novel']"	1986.0	9.75	3.0	22
Otis Spofford	Beverly Cleary	"[""Children's literature"", 'Fiction', 'Novel']"	1953.0	10.0	1.0	22
Shoeless Joe	W. P. Kinsella	['Speculative fiction', 'Fiction', 'Novel']	1982.0	7.236842105263157	23.0	1
Ask the Dust	John Fante	['Roman à clef', 'Novel', 'Fiction']	1980.0	6.0	2.0	1
The Naked Ape	Desmond Morris	['Anthropology', 'Sociology']	1993.0	8.5	2.0	1
Up a Road Slowly	Irene Hunt	"[""Children's literature"", 'Fiction', 'Novel']"	1990.0	7.625	5.0	3
Not Without Laughter	Langston Hughes	['Novel', 'Poetry', 'Fiction']	1995.0	10.0	1.0	1
The Holy	Daniel Quinn	['Novel', 'Speculative fiction', 'Mystery', 'Fantasy', 'Suspense', 'Fiction']	2002.0	8.5	2.0	8
Murphy	Samuel Beckett	['Fiction']	1957.0	6.0	1.0	12
Deep Water	Patricia Highsmith	['Crime Fiction', 'Fiction', 'Suspense']	2003.0	7.0	1.0	12
The Kindness of Women	J. G. Ballard	['Autobiographical novel', 'Fiction']	1993.0	8.0	1.0	17
Shock	Robin Cook	['Novel', 'Science Fiction', 'Suspense', 'Romance novel', 'Fiction']	2001.0	7.588319088319088	66.0	17
Parable of the Sower	Octavia E. Butler	['Science Fiction', 'Speculative fiction', 'Dystopia']	1993.0	9.15	21.0	6
Parable of the Talents	Octavia E. Butler	['Science Fiction', 'Speculative fiction', 'Dystopia']	1998.0	7.0	4.0	6
The White Hotel	D. M. Thomas	['Speculative fiction', 'Fantasy']	1981.0	5.333333333333333	3.0	1
Finn Family Moomintroll	Tove Jansson	"['Speculative fiction', ""Children's literature""]"	1975.0	8.6	5.0	12
Moominsummer Madness	Tove Jansson	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1992.0	8.0	3.0	12
The Star Fraction	Ken MacLeod	['Science Fiction', 'Speculative fiction', 'Fiction']	2002.0	7.0	1.0	4
Harry Kitten and Tucker Mouse	George Selden	"[""Children's literature""]"	1989.0	7.5	2.0	2
Moominland Midwinter	Tove Jansson	"['Speculative fiction', 'Fantasy', ""Children's literature""]"	1983.0	9.0	1.0	12
White Jazz	James Ellroy	['Crime Fiction', 'Mystery', 'Novel', 'Fiction', 'Suspense']	1992.0	7.75	3.0	10
The Gathering	Isobelle Carmody	"['Fantasy', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	1996.0	7.333333333333333	3.0	10
Kindred	Octavia E. Butler	['Science Fiction', 'Speculative fiction', 'Novel', 'Fiction', 'Feminist science fiction']	1979.0	9.0	1.0	6
The Thief Lord	Cornelia Funke	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	2002.0	8.375213675213674	50.0	8
Look to the Lady	Margery Allingham	['Crime Fiction', 'Speculative fiction']	1979.0	8.0	1.0	18
The Trench	Steve Alten	['Thriller', 'Science Fiction', 'Horror', 'Speculative fiction', 'Mystery', 'Fiction', 'Suspense']	1999.0	5.5	2.0	5
The Fire Rose	Mercedes Lackey	['Speculative fiction', 'Fantasy', 'Fiction']	1996.0	7.6	10.0	34
The Tale of the Flopsy Bunnies	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1985.0	9.5	2.0	23
The Child in Time	Ian McEwan	['Speculative fiction', 'Fiction']	1999.0	7.75	4.0	11
Mythago Wood	Robert Holdstock	['Speculative fiction', 'Fantasy']	1986.0	7.333333333333333	3.0	5
Lavondyss	Robert Holdstock	['Speculative fiction', 'Fantasy', 'Fiction']	1991.0	10.0	1.0	5
The Great War: Breakthroughs	Harry Turtledove	['Alternate history', 'Science Fiction', 'Speculative fiction']	2001.0	4.0	2.0	49
Oh No It Isn't!	Paul Cornell	['Speculative fiction']	1997.0	6.0	1.0	6
Silverwing	Kenneth Oppel	"['Fantasy', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Novel']"	1997.0	8.0	1.0	7
The Last Enchantment	Mary Stewart	"['Historical fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1979.0	8.166666666666666	6.0	10
Shane	Jack Schaefer	"['Western', ""Children's literature"", 'Fiction']"	1983.0	7.75	3.0	1
The Shell Seekers	Rosamunde Pilcher	['Fiction', 'Romance novel']	1988.0	9.166666666666666	6.0	1
Dust to Dust	Tami Hoag	['Thriller', 'Mystery', 'Fiction', 'Suspense']	2000.0	8.023809523809524	17.0	3
Take a Thief	Mercedes Lackey	['Speculative fiction', 'Fantasy', 'Fiction']	2001.0	8.4	5.0	34
Bad for Business	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1982.0	6.0	1.0	44
The Rise of Silas Lapham	William Dean Howells	['Fiction']	1987.0	7.0	1.0	3
A Northern Light	Jennifer Donnelly	"[""Children's literature"", 'Young adult literature', 'Historical novel']"	2003.0	6.5	2.0	1
The 13 Clocks	James Thurber	['Speculative fiction', 'Fantasy', 'Fiction']	1992.0	9.0	1.0	2
Bones of the Moon	Jonathan Carroll	['Fantasy', 'Speculative fiction', 'Horror', 'Fiction']	2002.0	7.0	4.0	4
Big Planet	Jack Vance	['Science Fiction', 'Speculative fiction']	2002.0	3.0	1.0	37
A Long Way from Chicago	Richard Peck	"['Historical fiction', ""Children's literature"", 'Fiction']"	2001.0	8.0	1.0	3
Expendable	James Alan Gardner	['Science Fiction', 'Speculative fiction']	1997.0	7.6	12.0	6
The Tale of Squirrel Nutkin	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1985.0	9.25	3.0	23
The Unconsoled	Kazuo Ishiguro	['Speculative fiction', 'Fiction', 'Novel']	1995.0	6.714285714285714	8.0	5
The Face of the Waters	Robert Silverberg	['Science Fiction', 'Speculative fiction']	1991.0	7.666666666666666	4.0	24
The Tale of Mrs. Tittlemouse	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1985.0	9.0	1.0	23
The Tale of Mrs. Tiggy-Winkle	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1973.0	8.0	3.0	23
Sister Alice	Robert Reed	['Science Fiction']	2003.0	10.0	1.0	2
Brightly Burning	Mercedes Lackey	['Speculative fiction', 'Fantasy']	2001.0	7.833333333333333	6.0	34
The Promise	Chaim Potok	['Fiction', 'Novel']	1985.0	7.666666666666667	9.0	5
The Tale of Jemima Puddle-Duck	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1984.0	9.0	1.0	23
The Tailor of Gloucester	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1984.0	8.5	2.0	23
The Tale of Tom Kitten	Beatrix Potter	"[""Children's literature"", 'Fiction']"	1985.0	7.0	1.0	23
Gypsy in Amber	Martin Cruz Smith	['Mystery', 'Fiction', 'Suspense']	1982.0	6.0	2.0	10
Ginger Pye	Eleanor Estes	"[""Children's literature""]"	1979.0	8.5	4.0	3
After the Bomb	Gloria D. Miklowitz	"['Science Fiction', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	1985.0	7.25	3.0	2
The Calcutta Chromosome	Amitav Ghosh	['Thriller', 'Speculative fiction']	1998.0	6.0	2.0	6
Stormbreaker	Anthony Horowitz	"['Thriller', 'Spy fiction', ""Children's literature"", 'Fiction', 'Adventure novel']"	2002.0	5.75	3.0	23
Pamela	Samuel Richardson	['Epistolary novel', 'Romance novel', 'Georgian romance']	1958.0	7.5	2.0	3
Before Midnight	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1995.0	8.0	1.0	44
Postmortem	Patricia Cornwell	['Crime Fiction']	1995.0	7.666666666666667	12.0	16
Everyone in Silico	Jim Munroe	[]	2002.0	5.5	2.0	1
Firethorn	Sarah Micklem	['Speculative fiction', 'Fantasy', 'Fiction']	2004.0	10.0	1.0	1
Hell to Pay	George Pelecanos	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2003.0	6.25	4.0	6
Alta	Mercedes Lackey	['Speculative fiction', 'Fantasy', 'Fiction']	2004.0	9.0	2.0	34
City of Joy	Dominique Lapierre	[]	1985.0	8.125	5.0	1
A Boy's Own Story	Edmund White	['Autobiography', 'Novel']	1988.0	9.0	1.0	1
The Wicked Day	Mary Stewart	"[""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1983.0	8.520833333333332	11.0	10
Teckla	Steven Brust	['Speculative fiction', 'Fantasy']	1987.0	7.5	2.0	17
City of the Beasts	Isabel Allende	"[""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	2002.0	7.194444444444444	15.0	10
A Son Called Gabriel	Damian McNicholl	['Novel']	2004.0	6.0	1.0	1
Dream Children	A. N. Wilson	['Fiction', 'Novel']	1998.0	8.0	1.0	3
Jhereg	Steven Brust	['Fantasy of manners', 'Speculative fiction', 'Fantasy']	1983.0	8.0	3.0	17
Icon	Frederick Forsyth	['Thriller', 'Novel']	1996.0	6.7	9.0	11
Yendi	Steven Brust	['Speculative fiction', 'Fantasy']	1987.0	9.5	2.0	17
This Earth of Mankind	Pramoedya Ananta Toer	['Historical novel']	1982.0	5.0	1.0	2
Eon	Greg Bear	['Science Fiction', 'Fiction']	1986.0	6.611111111111111	6.0	15
The House of the Seven Gables	Nathaniel Hawthorne	['Horror', 'Mystery', 'American Gothic Fiction', 'Fiction', 'Gothic fiction', 'Chivalric romance', 'Suspense']	1989.0	8.0	1.0	5
The Silence of the Lambs	Thomas Harris	['Thriller', 'Horror', 'Speculative fiction', 'Mystery', 'Fiction', 'Suspense']	1991.0	8.19047619047619	24.0	5
The Inheritors	William Golding	['Science Fiction', 'Speculative fiction', 'Fiction', 'Novel']	1963.0	10.0	1.0	6
Marrow	Robert Reed	['Science Fiction', 'Speculative fiction']	2001.0	8.0	2.0	2
Plainsong	Kent Haruf	['Speculative fiction', 'Novel']	1999.0	7.772727272727272	22.0	2
Cold Mountain	Charles Frazier	['Historical fiction', 'Fiction', 'Historical novel']	1997.0	8.102564102564102	78.0	2
Polaroids from the Dead	Douglas Coupland	[]	1996.0	6.729166666666666	11.0	11
Caedmon's Song	Peter Robinson	['Crime Fiction']	1992.0	10.0	1.0	19
The Green Man	Kingsley Amis	['Fiction']	1991.0	10.0	1.0	5
The Riders	Tim Winton	['Fiction']	1996.0	7.375	8.0	5
The Man from St. Petersburg	Ken Follett	['Thriller', 'Fiction']	1982.0	7.0	1.0	10
White Mughals	William Dalrymple	['History']	2004.0	8.0	1.0	2
Fade	Robert Cormier	"['Fantasy', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	1988.0	10.0	1.0	10
Diary of a Drug Fiend	Aleister Crowley	['Psychology', 'Fiction', 'Sociology']	1977.0	6.0	1.0	5
Dream Boy	Jim Grimsley	['Novel']	1995.0	6.0	1.0	1
Point Blanc	Anthony Horowitz	"['Thriller', 'Spy fiction', ""Children's literature"", 'Fiction', 'Adventure novel']"	2001.0	5.0	1.0	23
The Matarese Countdown	Robert Ludlum	['Thriller', 'Fiction']	1997.0	7.25	10.0	27
The Descent	Jeff Long	['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']	1999.0	8.0	17.0	2
Petey	Ben Mikaelsen	"[""Children's literature"", 'Fiction']"	2000.0	10.0	2.0	3
Five Quarters of the Orange	Joanne Harris	['Fiction', 'Novel']	2001.0	7.762223365928976	97.0	5
The Broken Vase	Rex Stout	['Mystery', 'Detective fiction', 'Fiction', 'Suspense']	1982.0	7.0	1.0	44
The Tree of Hands	Ruth Rendell	['Crime Fiction', 'Mystery', 'Fiction']	1995.0	8.0	2.0	55
Our Friends from Frolix 8	Philip K. Dick	['Science Fiction', 'Speculative fiction', 'Novel']	2003.0	7.0	1.0	43
The Haunted Mesa	Louis L'Amour	"['Science Fiction', ""Children's literature"", 'Adventure novel', 'Speculative fiction', 'Western', 'Fiction']"	1987.0	8.5	2.0	4
The Game-Players of Titan	Philip K. Dick	['Science Fiction', 'Speculative fiction', 'Fantasy']	1992.0	7.0	1.0	43
Night Frost	R. D. Wingfield	['Crime Fiction', 'Mystery']	1995.0	8.0	2.0	4
The Stone Carvers	Jane Urquhart	['Historical novel']	2002.0	7.25	4.0	1
Spindle's End	Robin McKinley	['Speculative fiction', 'Fantasy']	2000.0	8.776923076923076	20.0	9
Catherine, Called Birdy	Karen Cushman	"['Historical fiction', ""Children's literature"", 'Fiction', 'Religion']"	1994.0	6.5	2.0	2
Allan Stein	Matthew Stadler	['Fiction']	1999.0	7.0	2.0	2
The Whipping Boy	Sid Fleischman	"[""Children's literature"", 'Fiction']"	1986.0	8.944444444444445	12.0	1
Star Surgeon	James White	['Science Fiction', 'Speculative fiction']	1980.0	4.0	1.0	8
Star Healer	James White	['Science Fiction', 'Speculative fiction', 'Fiction']	1985.0	6.0	1.0	8
Counter-Clock World	Philip K. Dick	['Science Fiction', 'Speculative fiction']	2002.0	5.5	2.0	43
Mr. Blandings Builds His Dream House	Eric Hodgins	['Comic novel', 'Comedy', 'Fiction']	1987.0	8.0	1.0	1
Night Without End	Alistair MacLean	['Thriller', 'Novel']	1988.0	8.0	1.0	27
Gregor the Overlander	Suzanne Collins	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	2003.0	10.0	1.0	6
Earthlight	Arthur C. Clarke	[]	1979.0	8.0	1.0	22
Billy	Whitley Strieber	['Speculative fiction', 'Fiction']	1990.0	4.333333333333333	4.0	2
Amnesia Moon	Jonathan Lethem	['Science Fiction', 'Speculative fiction', 'Novel']	1995.0	5.833333333333334	4.0	6
Ali and Nino: A Love Story	Kurban Said	['Novel']	2000.0	7.4	5.0	1
The Clock Winder	Anne Tyler	['Fiction']	1992.0	6.5	2.0	8
Andersonville	MacKinlay Kantor	"[""Children's literature"", 'Fiction', 'Historical novel']"	1993.0	7.666666666666667	3.0	2
The River	Gary Paulsen	"[""Children's literature"", 'Young adult literature', 'Fiction', 'Novel']"	1993.0	10.0	1.0	33
The Mask	Dean Koontz	['Mystery', 'Speculative fiction', 'Horror', 'Suspense']	1999.0	9.0	1.0	47
Lightning	Dean Koontz	['Thriller', 'Science Fiction', 'Speculative fiction', 'Mystery', 'Fantasy', 'Fiction', 'Suspense']	2003.0	8.38888888888889	18.0	47
The Bad Place	Dean Koontz	['Speculative fiction', 'Horror']	2004.0	7.0	1.0	47
Air	Geoff Ryman	['Science Fiction', 'Speculative fiction', 'Fantasy']	2004.0	10.0	1.0	5
From the Corner of His Eye	Dean Koontz	['Thriller', 'Speculative fiction', 'Fantasy', 'Suspense']	2001.0	8.0	72.0	47
By the Light of the Moon	Dean Koontz	['Thriller', 'Speculative fiction', 'Suspense']	2002.0	10.0	1.0	47
Dr. Futurity	Philip K. Dick	['Science Fiction', 'Speculative fiction']	1984.0	4.0	1.0	43
Magick Without Tears	Aleister Crowley	['Philosophy']	1991.0	7.0	1.0	5
Enigma	Robert Harris	['Thriller', 'Historical fiction', 'Fiction']	1995.0	7.638888888888888	15.0	5
The Eternal Champion	Michael Moorcock	['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']	1987.0	8.0	3.0	18
Green for Danger	Christianna Brand	['Crime Fiction', 'Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	1997.0	8.666666666666666	3.0	1
The Lost Language of Cranes	David Leavitt	['Fiction']	1986.0	7.625	8.0	4
The Rag and Bone Shop	Robert Cormier	"[""Children's literature"", 'Young adult literature', 'Fiction']"	2001.0	8.0	1.0	10
Madwand	Roger Zelazny	['Speculative fiction', 'Fantasy']	1982.0	7.0	1.0	28
Barney's Version	Mordecai Richler	['Novel']	1998.0	7.0	2.0	3
Lost City	Clive Cussler	['Thriller', 'Novel', 'Adventure novel']	2004.0	7.0	1.0	18
